employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Experienced,R&D/Science,6.5,Sharqia,Egypt,7,Chemistry,R&D
Full Time,On-site,Experienced,Education/Teaching,,Giza,Egypt,8,Early Childhood Education,English Language Teaching
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.5,Cairo,Egypt,8,Geotechnical,Civil Engineering
Full Time,On-site,Entry Level,Sales/Retail,1.0,Cairo,Egypt,4,Property,Real Estate
Full Time,On-site,Experienced,Education/Teaching,11.0,Cairo,Egypt,4,Strong mathematical knowledge,Classroom management
Full Time,On-site,Experienced,IT/Software Development,3.0,Giza,Egypt,8,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Red Sea,Egypt,7,AutoCAD,Design
Full Time,On-site,Manager,Creative/Design/Art,6.0,Giza,Egypt,8,Branding,analytics
Full Time,Hybrid,Experienced,IT/Software Development,6.0,Cairo,Egypt,8,.Net,ASP
Full Time,Hybrid,Entry Level,Business Development,1.5,Giza,Egypt,7,Business Development,Sales
Full Time,Hybrid,Experienced,Creative/Design/Art,3.0,Cairo,Egypt,7,UX,UI
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.5,Giza,Egypt,8,Mechanical Engineering,Engineering
Full Time,On-site,Experienced,Human Resources,2.0,Cairo,Egypt,5,Human Resources (HR),Recruitment
Internship,On-site,Entry Level,Installation/Maintenance/Repair,,Beni Suef,Egypt,3,Maintenance,Mechanical Engineering
Full Time,On-site,Experienced,Business Development,4.0,Giza,Egypt,8,Sales Field,Sales Target
Full Time,On-site,Experienced,Accounting/Finance,2.0,Alexandria,Egypt,8,Accounting,Finance
Full Time,On-site,Manager,Customer Service/Support,7.5,Cairo,Egypt,8,Cloud Technology,AWS
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,4,Logistics,Material Planning
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Azure,Cloud
Full Time,On-site,Experienced,Quality,3.0,Cairo,Egypt,6,QMS,Quality Assurance
Full Time,On-site,Experienced,Accounting/Finance,4.0,Giza,Egypt,8,Financial Reporting,Budget Management
Full Time,On-site,Entry Level,Sales/Retail,1.0,Cairo,Egypt,7,Presentation,Biomedical
Full Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,7,Data Entry,Spare Parts
Internship,On-site,Entry Level,Administration,,Cairo,Egypt,7,Communication,Administration
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,6,Automotive Spare Parts,Purchasing
Internship,On-site,Entry Level,Human Resources,,Cairo,Egypt,8,HR,Administration
Full Time,On-site,Experienced,Education/Teaching,4.0,Giza,Egypt,8,Psychology,Student Counseling
Full Time,On-site,Experienced,Sales/Retail,4.0,Alexandria,Egypt,8,Sales,Electrical Engineering
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Alexandria,Egypt,8,Electrical Engineering,Power Engineering
Full Time,On-site,Senior Management,Education/Teaching,6.0,Giza,Egypt,8,Educational Leadership,Curriculum Development
Full Time,On-site,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,4,Call Center,Customer Care
Full Time,On-site,Experienced,R&D/Science,5.0,Giza,Egypt,8,Chemical Engineering,Sales
Full Time,On-site,Experienced,Operations/Management,6.0,Cairo,Egypt,4,Management,Microsoft Office
Full Time,On-site,Manager,Installation/Maintenance/Repair,4.0,Giza,Egypt,8,Facility Management,Maintenance Operations
Full Time,On-site,Manager,Customer Service/Support,7.0,Cairo,Egypt,8,Management,Analysis
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,7,GMP (Good Manufacturing Practices),GDP (Good Distribution Practices)
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0,Giza,Egypt,8,Mechanical Engineering,technical
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Giza,Egypt,8,Water Treatment Systems,Construction Supervision
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,6.5,Giza,Egypt,3,Engineering,Mechanical Engineering
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,8.0,Giza,Egypt,6,Wastewater Treatment,Mechanical Engineering
Full Time,On-site,Entry Level,Purchasing/Procurement,3.0,Giza,Egypt,8,Purchasing,Materials
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,6.0,Giza,Egypt,7,Civil Engineering,Engineering
Full Time,On-site,Experienced,Purchasing/Procurement,5.0,Giza,Egypt,8,Construction,Contracting
Full Time,On-site,Entry Level,Marketing/PR/Advertising,2.0,Giza,Egypt,2,Social Media,Marketing
Full Time,On-site,Experienced,Education/Teaching,2.5,Giza,Egypt,8,Robotics Education,Coding & Programming
Full Time,On-site,Manager,Marketing/PR/Advertising,7.5,Giza,Egypt,6,Marketing,Market Research
Full Time,Hybrid,Experienced,Installation/Maintenance/Repair,3.0,Cairo,Egypt,8,ERP,Information Technology (IT)
Full Time,Hybrid,Entry Level,Human Resources,2.0,Cairo,Egypt,8,Information Technology (IT),HR
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Cairo,Egypt,8,E-Commerce,Purchasing
Full Time,On-site,Experienced,Administration,2.0,Giza,Egypt,8,Communication Skills,Customer Service
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Suez,Egypt,8,Electrical Engineering,Engineering
Full Time,Remote,Experienced,Accounting/Finance,5.0,Dubai,United Arab Emirates,8,Bachelor’s degree in Finance,Unknown
Full Time,On-site,Entry Level,Logistics/Supply Chain,0.5,Giza,Egypt,6,Medical,Healthcare
Full Time,On-site,Experienced,Education/Teaching,2.5,Giza,Egypt,8,Library Management,Information Literacy
Full Time,On-site,Entry Level,Sales/Retail,1.0,Alexandria,Egypt,8,Engineering,Mechatronics
Full Time,On-site,Experienced,Education/Teaching,2.0,Giza,Egypt,8,Classroom Management,Lesson Planning
Full Time,On-site,Senior Management,Operations/Management,7.5,Giza,Egypt,8,Project Management,Teaching
Full Time,Hybrid,Manager,Operations/Management,7.5,Cairo,Egypt,8,B2B Sales,SaaS Sales
Part Time,Hybrid,Manager,Business Development,5.0,Cairo,Egypt,8,B2B,Business Development
Part Time,Remote,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Computer Engineering,Embedded Systems
Full Time,On-site,Entry Level,Manufacturing/Production,2.0,Cairo,Egypt,7,Engineering,Manufacturing
Full Time,Hybrid,Experienced,IT/Software Development,5.0,Cairo,Egypt,6,Communication,Customer Support
Full Time,On-site,Experienced,Business Development,5.0,Alexandria,Egypt,6,Sales,Time Management
Full Time,On-site,Experienced,Legal,5.0,Sharqia,Egypt,8,Document Control,Microsoft Office
Full Time,On-site,Experienced,Banking,3.0,Cairo,Egypt,8,Sales Skills,Outdoor Sales
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Communication,Export Sales
Full Time,On-site,Entry Level,Marketing/PR/Advertising,1.0,Giza,Egypt,3,Marketing,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,8,Project Management,Civil Engineering
Full Time,On-site,Experienced,Accounting/Finance,3.0,Suez,Egypt,5,Accounting,Finance
Full Time,On-site,Experienced,Accounting/Finance,4.0,Alexandria,Egypt,6,Accounting,Auditing
Full Time,On-site,Experienced,Installation/Maintenance/Repair,3.0,Sharqia,Egypt,7,Information Technology (IT),Software Development
Full Time,On-site,Experienced,IT/Software Development,4.0,Giza,Egypt,7,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Creative/Design/Art,5.5,Giza,Egypt,2,Design,Engineering
Full Time,On-site,Entry Level,Administration,3.0,Cairo,Egypt,7,B2B Sales,Lead Generation
Full Time,On-site,Manager,Business Development,5.5,Giza,Egypt,8,Sales,Sales Target
Full Time,On-site,Manager,Administration,7.5,Giza,Egypt,7,Office Management,Administration
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Giza,Egypt,6,Customer Care,Customer Support
Full Time,On-site,Manager,Accounting/Finance,7.5,Cairo,Egypt,2,Office management,Microsoft Office
Full Time,On-site,Manager,Operations/Management,7.5,Cairo,Egypt,4,Fleet Management,Microsoft Excel
Full Time,On-site,Manager,Hospitality/Hotels/Food Services,7.5,Cairo,Egypt,4,Computer Engineering,Information Technology (IT)
Full Time,On-site,Experienced,Logistics/Supply Chain,2.0,Cairo,Egypt,8,ERP Systems,Supply Chain Coordination
Full Time,On-site,Manager,Sales/Retail,7.5,Cairo,Egypt,6,Sales,Sales Target
Full Time,On-site,Entry Level,Writing/Editorial,2.0,Giza,Egypt,8,Ecommerce,Content Writing
Full Time,Remote,Experienced,Marketing/PR/Advertising,6.5,Cairo,Egypt,7,Marketing,Media Buying
Full Time,On-site,Manager,Accounting/Finance,6.0,Cairo,Egypt,8,Accounting,Finance
Full Time,Hybrid,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,7,Marketing,Sales
Full Time,On-site,Experienced,Accounting/Finance,5.0,Monufya,Egypt,8,Accounting,Finance
Full Time,Remote,Experienced,Customer Service/Support,4.5,Cairo,Egypt,7,Sales,dispatching
Full Time,On-site,Manager,Accounting/Finance,7.5,Cairo,Egypt,3,Accounting,Financial Management
Full Time,On-site,Experienced,Business Development,2.0,Cairo,Egypt,8,Business Development,Sales
Full Time,Remote,Entry Level,Customer Service/Support,1.0,New York City,United States,6,Health Care,Customer Support
Full Time,On-site,Entry Level,Sales/Retail,2.0,Cairo,Egypt,7,Customer Service,Sales Target
Full Time,On-site,Experienced,Marketing/PR/Advertising,6.5,Giza,Egypt,3,Advertising,Architecture
Full Time,On-site,Senior Management,Marketing/PR/Advertising,15.0,Cairo,Egypt,8,Strategic Marketing,Digital Marketing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Giza,Egypt,7,Construction Field,Logistics
Full Time,On-site,Experienced,Accounting/Finance,2.0,Cairo,Egypt,7,Accounting,Collection
Full Time,Hybrid,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Product,Marketing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.5,Cairo,Egypt,5,Construction,Human Resources (HR)
Full Time,On-site,Entry Level,Pharmaceutical,2.5,Cairo,Egypt,7,Communication skills,MS Office
Full Time,On-site,Experienced,Accounting/Finance,5.0,Qalubia,Egypt,8,Accounting,Accounts Payable
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Giza,Egypt,8,Engineering,Sales
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,4,Merchandising,Visual Merchandising
Full Time,On-site,Experienced,IT/Software Development,3.5,Cairo,Egypt,4,Planning,Agile Software Development
Full Time,On-site,Manager,Legal,10.0,Cairo,Egypt,8,Legal analysis,Legal Affairs
Full Time,On-site,Experienced,Manufacturing/Production,12.5,Cairo,Egypt,4,Engineering,Sales
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.5,Cairo,Egypt,7,AutoCAD,Engineering
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Giza,Egypt,4,Maintenance,Mechanical Engineering
Full Time,Hybrid,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,4,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Manager,Business Development,12.5,Cairo,Egypt,7,Commercial Management,general manager
Full Time,On-site,Manager,Manufacturing/Production,13.5,Sharqia,Egypt,3,Engineering,Manufacturing
Full Time,On-site,Experienced,Business Development,4.0,Cairo,Egypt,4,Trademark Law,Intellectual Property
Full Time,On-site,Experienced,Administration,3.0,Cairo,Egypt,8,Training Coordination,Instructor Coordination
Full Time,Hybrid,Experienced,IT/Software Development,2.0,Giza,Egypt,3,Software Development,Software Engineering
Full Time,On-site,Entry Level,Accounting/Finance,2.5,Matruh,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.5,Giza,Egypt,7,Engineering,Procurement
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,8,Unknown,Networking
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,1.0,Cairo,Egypt,7,Electronics,Electronics Maintenance
Full Time,Hybrid,Experienced,Engineering - Construction/Civil/Architecture,3.5,Cairo,Egypt,7,Civil,Civil Engineering
Full Time,On-site,Entry Level,Creative/Design/Art,0.5,Sharqia,Egypt,6,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Experienced,Accounting/Finance,3.5,Qalubia,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.0,Cairo,Egypt,7,Engineering,Water Treatment
Full Time,Hybrid,Experienced,IT/Software Development,4.0,Giza,Egypt,8,Computer Science,Information Technology (IT)
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Alexandria,Egypt,7,Tax,Accounting
Full Time,On-site,Manager,Manufacturing/Production,8.5,Qalubia,Egypt,4,computer,Marketing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,8,Engineering,Design
Full Time,On-site,Entry Level,Administration,2.0,Cairo,Egypt,8,calendar,Communication
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,7.5,Cairo,Egypt,3,Computer Science,Project Management
Full Time,On-site,Entry Level,Sales/Retail,3.0,Giza,Egypt,8,Sales,Sales Target
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Giza,Egypt,8,Engineering,Technical Office
Full Time,Hybrid,Entry Level,Creative/Design/Art,1.0,Cairo,Egypt,7,APIs,Angular
Full Time,On-site,Experienced,Administration,3.0,Giza,Egypt,8,Assistant Surveyor,Targeted Data Collection
Full Time,On-site,Experienced,Sales/Retail,3.5,Giza,Egypt,8,Property Sales,Real Estate Market Analysis
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,4,Recruitment,Administration
Full Time,On-site,Entry Level,Manufacturing/Production,1.0,Cairo,Egypt,6,Pharmaceutical,Production
Full Time,On-site,Manager,Logistics/Supply Chain,13.5,Cairo,Egypt,8,Management,business
Full Time,On-site,Experienced,Accounting/Finance,5.0,Qalubia,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,5,Graphic Design,Design
Full Time,On-site,Experienced,Customer Service/Support,3.5,Cairo,Egypt,6,Sales,Negotiation
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,8,Administration,Microsoft Office
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Human Resources,3.0,Cairo,Egypt,8,Human Resources,Human Resources (HR)
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,6.0,Cairo,Egypt,6,Steel Detailing,Tekla Structures
Full Time,On-site,Experienced,Creative/Design/Art,4.0,Cairo,Egypt,3,Graphic Design,3D Graphics
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,10.0,Alexandria,Egypt,8,BIM,Engineering
Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,9.0,Alexandria,Egypt,8,surveyor,Engineering Services
Full Time,On-site,Senior Management,Logistics/Supply Chain,16.0,Cairo,Egypt,7,Logistics,Supply Chain Management
Full Time,Hybrid,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Computer Science,Quality Control
Full Time,On-site,Experienced,Business Development,4.0,Cairo,Egypt,7,Sales,Paints
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,8,Civil Engineering,Planning
Part Time,On-site,Experienced,Business Development,5.0,Cairo,Egypt,8,Business Development,Sales
Part Time,Remote,Entry Level,Writing/Editorial,,Cairo,Egypt,7,English Translation,System Administration
Full Time,On-site,Manager,Business Development,9.5,Cairo,Egypt,7,Key Account Management,Business Development
Full Time,On-site,Manager,Accounting/Finance,9.0,Cairo,Egypt,8,Accounting,Finance
Full Time,On-site,Manager,Logistics/Supply Chain,10.0,Cairo,Egypt,6,Logistics,Purchasing
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,3.0,Cairo,Egypt,7,medical coder,Australian codding
Full Time,On-site,Senior Management,Engineering - Construction/Civil/Architecture,15.0,Cairo,Egypt,7,Project Management Professional,Civil Engineering
Full Time,On-site,Entry Level,Human Resources,2.0,Suez,Egypt,8,Payroll,Human Resources (HR)
Full Time,On-site,Experienced,Education/Teaching,11.0,Cairo,Egypt,4,Teaching,Fluency in English (spoken and written)
Full Time,On-site,Entry Level,Administration,1.0,Giza,Egypt,2,Data Entry,Microsoft Office
Full Time,On-site,Experienced,Accounting/Finance,4.0,Giza,Egypt,5,Accounting,ERP
Full Time,On-site,Experienced,Education/Teaching,11.0,Cairo,Egypt,4,Unknown,Lesson planning and classroom management
Full Time,On-site,Experienced,Accounting/Finance,5.5,Giza,Egypt,8,Accounting,Finance
Full Time,Remote,Experienced,IT/Software Development,6.0,Cairo,Egypt,8,Business Analysis,Analysis
Full Time,On-site,Experienced,Logistics/Supply Chain,2.5,Giza,Egypt,4,Logistics,Supply Chain
Full Time,On-site,Manager,IT/Software Development,10.0,Cairo,Egypt,8,.Net Framework,.Net Development
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Alexandria,Egypt,3,Civil Engineering,Project Management
Full Time,On-site,Entry Level,Education/Teaching,10.0,Cairo,Egypt,8,Education,Teaching
Full Time,Remote,Senior Management,Installation/Maintenance/Repair,6.5,Cairo,Egypt,4,AI,Computer Science
Full Time,On-site,Experienced,Business Development,4.0,Cairo,Egypt,7,Negotiation,Information Technology (IT)
Full Time,On-site,Experienced,IT/Software Development,5.0,Cairo,Egypt,8,Computer Science,DevOps
Full Time,On-site,Entry Level,R&D/Science,1.5,Giza,Egypt,7,Chemistry,Food Science
Full Time,Remote,Experienced,Human Resources,4.0,Cairo,Egypt,5,Recruitment,Talent acquisition
Internship,On-site,Entry Level,Customer Service/Support,0.5,Cairo,Egypt,8,Computer Skills,chat
Full Time,On-site,Experienced,R&D/Science,3.0,Sharqia,Egypt,7,Chemistry,quality
Full Time,On-site,Entry Level,Business Development,2.0,Sharqia,Egypt,7,Customer Support,Sales
Full Time,On-site,Experienced,Accounting/Finance,6.0,Sharqia,Egypt,8,Budgeting,Cost Accounting
